UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
3354,M13354,M,297.6,307.6,1450,42.1,227,0,0,0,0,0,0
3355,L13355,L,297.6,306.0,1631,40.9,222,0,0,0,0,0,0
3356,L13356,L,297.6,307.3,1529,40.7,158,0,0,0,0,0,0
3357,M13357,M,297.5,307.6,1505,33.7,132,0,0,0,0,0,0
3358,L13358,L,297.5,307.9,1461,46.2,119,0,0,0,0,0,0
3359,H13359,H,297.5,307.2,1454,42.8,145,0,0,0,0,0,0
3360,M13360,M,297.4,306.4,1554,32.9,133,0,0,0,0,0,0
3361,M13361,M,297.4,306.3,1514,52.4,105,0,0,0,0,0,0
3362,L13362,L,297.4,306.7,1577,38.7,177,0,0,0,0,0,0
3363,M13363,M,297.4,306.8,1555,32.0,126,0,0,0,0,0,0
3364,L13364,L,297.3,306.2,1502,35.4,27,0,0,0,0,0,0
3365,H13365,H,297.3,306.6,1538,30.9,106,0,0,0,0,0,0
3366,M13366,M,297.4,308.0,1441,48.2,23,0,0,0,0,0,0
3367,L13367,L,297.4,309.0,1495,46.5,196,0,0,0,0,0,0
3368,L13368,L,297.4,308.2,1634,44.4,27,0,0,0,0,0,0
3369,L13369,L,297.5,308.8,1501,43.3,185,0,0,0,0,0,0
3370,M13370,M,297.5,308.5,1478,47.5,194,0,0,0,0,0,0
3371,L13371,L,297.6,308.5,1521,38.5,145,0,0,0,0,0,0
3372,M13372,M,297.6,307.3,1383,42.5,3,0,0,0,0,0,0
3373,L13373,L,297.6,307.7,1522,35.1,103,0,0,0,0,0,0
3374,M13374,M,297.6,307.2,1670,39.1,176,0,0,0,0,0,0
3375,H13375,H,297.6,307.4,1419,42.7,127,0,0,0,0,0,0
3376,M13376,M,297.7,307.8,1527,21.5,127,1,0,0,1,0,0
3377,M13377,M,297.8,308.5,1498,36.3,105,0,0,0,0,0,0
3378,L13378,L,297.8,308.2,1495,41.0,159,0,0,0,0,0,0
3379,L13379,L,297.8,307.6,1493,39.5,95,0,0,0,0,0,0
3380,M13380,M,297.8,307.8,1571,37.3,126,0,0,0,0,0,0
3381,L13381,L,297.9,308.3,1390,43.5,210,0,0,0,0,0,0
3382,L13382,L,297.8,308.5,1569,35.8,92,0,0,0,0,0,0
3383,L13383,L,297.8,306.3,1507,32.7,224,0,0,0,0,0,0
3384,L13384,L,297.8,306.7,1324,47.1,65,0,0,0,0,0,0
3385,L13385,L,297.8,308.9,1538,46.3,57,0,0,0,0,0,0
3386,H13386,H,297.7,307.7,1511,36.4,10,0,0,0,0,0,0
3387,L13387,L,297.7,307.3,1413,39.6,110,0,0,0,0,0,0
3388,M13388,M,297.6,307.4,1516,45.1,246,0,0,0,0,0,0
3389,L13389,L,297.6,307.3,1368,40.3,224,0,0,0,0,0,0
3390,M13390,M,297.7,308.3,1432,43.2,232,0,0,0,0,0,0
3391,L13391,L,297.7,306.6,1504,42.9,103,0,0,0,0,0,0
3392,H13392,H,297.8,307.8,1331,38.1,64,0,0,0,0,0,0
3393,H13393,H,297.8,308.1,1385,43.1,127,0,0,0,0,0,0
3394,L13394,L,297.9,308.3,1400,34.2,233,0,0,0,0,0,0
3395,H13395,H,297.8,308.1,1508,42.4,16,0,0,0,0,0,0
3396,H13396,H,297.8,308.3,1544,39.6,113,0,0,0,0,0,0
3397,H13397,H,297.7,307.2,1411,37.8,79,0,0,0,0,0,0
3398,H13398,H,297.7,306.8,1405,32.5,65,0,0,0,0,0,0
3399,L13399,L,297.7,310.2,1514,40.8,117,0,0,0,0,0,0
3400,M13400,M,297.7,307.4,1511,40.2,112,0,0,0,0,0,0
3401,L13401,L,297.7,307.5,1430,35.0,131,0,0,0,0,0,0
3402,L13402,L,297.7,308.4,1683,30.4,159,0,0,0,0,0,0
3403,H13403,H,297.7,309.3,1518,30.1,70,0,0,0,0,0,0
3404,L13404,L,297.6,307.0,1483,38.5,156,0,0,0,0,0,0
3405,M13405,M,297.5,306.5,1461,41.8,60,0,0,0,0,0,0
3406,H13406,H,297.5,306.2,1601,51.1,187,0,0,0,0,0,0
3407,H13407,H,297.5,309.1,1555,39.7,200,0,0,0,0,0,0
3408,H13408,H,297.4,306.4,1326,30.2,57,0,0,0,0,0,0
3409,L13409,L,297.4,307.4,1430,38.8,226,0,0,0,0,0,0
3410,L13410,L,297.3,306.4,1455,47.5,243,1,0,0,0,1,0
3411,L13411,L,297.3,305.9,1499,35.9,52,0,0,0,0,0,0
3412,L13412,L,297.3,307.0,1563,46.7,4,0,0,0,0,0,0
3413,L13413,L,297.2,306.3,1393,41.1,113,0,0,0,0,0,0
3414,L13414,L,297.2,306.5,1492,43.9,60,0,0,0,0,0,0
3415,M13415,M,297.2,309.2,1670,51.2,20,0,0,0,0,0,0
3416,M13416,M,297.1,307.5,1503,29.0,185,0,0,0,0,0,0
3417,L13417,L,297.2,308.1,1431,45.4,208,0,0,0,0,0,0
3418,M13418,M,297.2,308.0,1367,39.4,230,0,0,0,0,0,0
3419,L13419,L,297.2,307.1,1451,34.3,13,0,0,0,0,0,0
3420,L13420,L,297.1,306.7,1392,39.4,95,0,0,0,0,0,0
3421,M13421,M,297.2,307.4,1461,50.1,78,0,0,0,0,0,0
3422,M13422,M,297.2,307.4,1554,48.0,212,0,0,0,0,0,0
3423,M13423,M,297.2,306.6,1504,28.0,181,0,0,0,0,0,0
3424,L13424,L,297.3,307.4,1452,35.4,77,0,0,0,0,0,0
3425,H13425,H,297.3,306.6,1321,45.7,40,0,0,0,0,0,0
3426,M13426,M,297.4,307.2,1583,39.9,15,0,0,0,0,0,0
3427,M13427,M,297.4,307.0,1465,39.9,50,0,0,0,0,0,0
3428,M13428,M,297.4,306.1,1511,30.6,0,0,0,0,0,0,0
3429,H13429,H,297.4,305.0,1409,35.5,39,0,0,0,0,0,0
3430,M13430,M,297.3,306.4,1459,31.9,17,0,0,0,0,0,0
3431,M13431,M,297.3,309.1,1442,30.1,33,0,0,0,0,0,0
3432,H13432,H,297.4,307.1,1367,32.5,217,0,0,0,0,0,0
3433,M13433,M,297.4,308.2,1409,34.4,188,0,0,0,0,0,0
3434,L13434,L,297.4,305.3,1499,35.4,99,0,0,0,0,0,0
3435,M13435,M,297.4,306.4,1530,34.9,148,0,0,0,0,0,0
3436,L13436,L,297.3,306.0,1432,46.1,128,0,0,0,0,0,0
3437,L13437,L,297.3,307.1,1380,34.6,154,0,0,0,0,0,0
3438,M13438,M,297.3,309.7,1464,48.6,178,0,0,0,0,0,0
3439,H13439,H,297.5,307.9,1578,37.1,138,0,0,0,0,0,0
3440,H13440,H,297.5,309.2,1406,42.6,119,0,0,0,0,0,0
3441,L13441,L,297.5,307.2,1501,42.8,101,0,0,0,0,0,0
3442,M13442,M,297.5,308.8,1434,34.6,114,0,0,0,0,0,0
3443,L13443,L,297.4,309.5,1613,38.0,13,0,0,0,0,0,0
3444,H13444,H,297.4,307.3,1449,37.0,91,0,0,0,0,0,0
3445,H13445,H,297.4,306.9,1566,42.2,182,0,0,0,0,0,0
3446,M13446,M,297.4,306.1,1602,39.2,154,0,0,0,0,0,0
3447,H13447,H,297.4,307.1,1654,35.5,149,0,0,0,0,0,0
3448,M13448,M,297.5,307.6,1365,40.7,20,0,0,0,0,0,0
3449,M13449,M,297.5,309.6,1360,42.0,119,0,0,0,0,0,0
3450,L13450,L,297.6,306.3,1617,51.1,151,0,0,0,0,0,0
3451,L13451,L,297.5,307.5,1600,40.4,18,0,0,0,0,0,0
3452,M13452,M,297.5,305.7,1438,40.1,23,0,0,0,0,0,0
3453,M13453,M,297.6,307.2,1176,42.6,25,0,0,0,0,0,0
3454,L13454,L,297.7,308.0,1508,34.3,152,0,0,0,0,0,0
3455,H13455,H,297.7,308.2,1348,29.6,44,0,0,0,0,0,0
3456,L13456,L,297.8,308.4,1417,38.1,107,0,0,0,0,0,0
3457,M13457,M,297.8,308.2,1518,46.4,156,0,0,0,0,0,0
3458,M13458,M,297.8,308.4,1532,47.4,201,0,0,0,0,0,0
3459,M13459,M,297.8,307.8,1658,28.7,242,0,0,0,0,0,0
3460,M13460,M,297.8,306.7,1463,44.0,138,0,0,0,0,0,0
3461,L13461,L,297.8,306.0,1402,26.9,23,0,0,0,0,0,0
3462,L13462,L,297.8,307.3,1592,42.8,23,0,0,0,0,0,0
3463,M13463,M,297.8,307.6,1538,42.4,11,0,0,0,0,0,0
3464,M13464,M,297.8,309.0,1464,29.7,134,0,0,0,0,0,0
3465,L13465,L,297.8,307.7,1503,46.0,167,0,0,0,0,0,0
3466,M13466,M,297.8,307.6,1462,50.5,80,0,0,0,0,0,0
3467,L13467,L,297.8,308.2,1569,39.6,98,0,0,0,0,0,0
3468,M13468,M,297.9,307.6,1669,40.8,69,0,0,0,0,0,0
3469,H13469,H,297.8,308.6,1427,48.9,203,0,0,0,0,0,0
3470,L13470,L,297.9,309.8,1542,33.2,78,0,0,0,0,0,0
3471,L13471,L,297.8,310.0,1347,33.4,223,0,0,0,0,0,0
3472,M13472,M,297.7,307.8,1393,35.0,22,0,0,0,0,0,0
3473,M13473,M,297.7,308.1,1556,40.2,198,0,0,0,0,0,0
3474,M13474,M,297.7,309.3,1493,40.2,122,0,0,0,0,0,0
3475,H13475,H,297.7,307.5,1389,36.7,37,0,0,0,0,0,0
3476,H13476,H,297.6,308.3,1501,38.2,158,0,0,0,0,0,0
3477,H13477,H,297.6,306.5,1588,36.8,28,0,0,0,0,0,0
3478,M13478,M,297.6,307.3,1355,37.0,171,0,0,0,0,0,0
3479,L13479,L,297.7,308.8,1675,35.4,155,0,0,0,0,0,0
3480,L13480,L,297.7,307.0,1557,35.4,75,0,0,0,0,0,0
3481,L13481,L,297.7,307.6,1559,28.0,218,0,0,0,0,0,0
3482,M13482,M,297.7,306.1,1500,38.7,67,0,0,0,0,0,0
3483,L13483,L,297.6,309.6,1675,28.3,20,0,0,0,0,0,0
3484,H13484,H,297.6,308.8,1596,44.5,8,0,0,0,0,0,0
3485,M13485,M,297.5,307.7,1463,36.6,48,0,0,0,0,0,0
3486,M13486,M,297.5,308.0,1576,39.3,97,0,0,0,0,0,0
3487,L13487,L,297.6,308.0,1427,37.8,36,0,0,0,0,0,0
3488,L13488,L,297.6,309.0,1472,38.5,20,0,0,0,0,0,0
3489,L13489,L,297.6,307.1,1647,47.6,187,0,0,0,0,0,0
3490,L13490,L,297.6,308.4,1539,31.9,22,0,0,0,0,0,0
3491,L13491,L,297.6,308.6,1566,30.3,215,1,1,0,0,0,0
3492,M13492,M,297.6,308.8,1617,40.7,137,0,0,0,0,0,0
3493,H13493,H,297.6,305.4,1555,37.0,229,0,0,0,0,0,0
3494,H13494,H,297.5,306.9,1419,42.2,69,0,0,0,0,0,0
3495,M13495,M,297.5,306.4,1666,44.3,148,0,0,0,0,0,0
3496,L13496,L,297.4,307.6,1552,33.4,100,0,0,0,0,0,0
3497,H13497,H,297.4,305.4,1559,43.6,28,0,0,0,0,0,0
3498,H13498,H,297.4,305.3,1506,33.9,58,0,0,0,0,0,0
3499,L13499,L,297.4,309.6,1611,40.4,167,0,0,0,0,0,0
3500,M13500,M,297.4,308.0,1691,32.6,20,0,0,0,0,0,0
3501,L13501,L,297.4,307.5,1462,40.8,85,0,0,0,0,0,0
3502,H13502,H,297.3,307.7,1607,39.9,98,0,0,0,0,0,0
3503,H13503,H,297.3,307.4,1503,33.4,62,0,0,0,0,0,0
3504,L13504,L,297.2,308.2,1300,31.8,45,0,0,0,0,0,0
3505,H13505,H,297.3,306.6,1360,44.5,132,0,0,0,0,0,0
3506,M13506,M,297.3,307.5,1542,37.3,14,0,0,0,0,0,0
3507,H13507,H,297.3,307.5,1601,46.1,104,0,0,0,0,0,0
3508,L13508,L,297.3,306.3,1561,36.7,110,0,0,0,0,0,0
3509,H13509,H,297.3,308.6,1577,47.8,82,0,0,0,0,0,0
3510,L13510,L,297.4,306.9,1759,34.3,79,0,0,0,0,0,0
3511,L13511,L,297.4,308.4,1553,48.8,167,0,0,0,0,0,0
3512,L13512,L,297.3,307.4,1474,41.0,110,0,0,0,0,0,0
3513,H13513,H,297.3,308.9,1487,42.4,106,0,0,0,0,0,0
3514,H13514,H,297.3,306.3,1664,34.0,86,0,0,0,0,0,0
3515,H13515,H,297.3,306.2,1373,44.4,3,0,0,0,0,0,0
3516,H13516,H,297.3,306.4,1624,44.6,212,0,0,0,0,0,0
3517,L13517,L,297.3,307.4,1502,38.1,151,0,0,0,0,0,0
3518,L13518,L,297.2,308.8,1417,27.2,41,0,0,0,0,0,0
3519,L13519,L,297.2,308.8,1355,33.3,118,0,0,0,0,0,0
3520,L13520,L,297.3,305.0,1648,33.3,25,0,0,0,0,0,0
3521,L13521,L,297.3,307.5,1414,42.7,105,0,0,0,0,0,0
3522,L13522,L,297.3,304.1,1506,37.2,193,0,0,0,0,0,0
3523,L13523,L,297.3,308.1,1403,37.3,103,0,0,0,0,0,0
3524,L13524,L,297.3,308.4,1697,36.6,7,0,0,0,0,0,0
3525,L13525,L,297.2,307.2,1510,48.8,72,0,0,0,0,0,0
3526,L13526,L,297.2,307.3,1365,40.3,193,0,0,0,0,0,0
3527,H13527,H,297.0,307.1,1457,41.2,77,0,0,0,0,0,0
3528,M13528,M,297.0,306.2,1639,36.3,147,0,0,0,0,0,0
3529,H13529,H,297.0,307.4,1402,39.8,65,0,0,0,0,0,0
3530,L13530,L,297.0,306.8,1464,34.1,67,0,0,0,0,0,0
3531,L13531,L,297.0,307.9,1619,42.1,98,0,0,0,0,0,0
3532,M13532,M,297.0,306.9,1534,33.1,182,0,0,0,0,0,0
3533,L13533,L,296.9,306.1,1378,44.5,77,0,0,0,0,0,0
3534,L13534,L,296.9,305.4,1522,35.6,84,0,0,0,0,0,0
3535,L13535,L,296.8,305.0,1485,45.7,239,0,0,0,0,0,0
3536,L13536,L,296.8,308.1,1505,51.4,78,0,0,0,0,0,0
3537,L13537,L,296.8,306.3,1595,40.0,38,0,0,0,0,0,0
3538,L13538,L,296.8,307.2,1524,47.9,49,0,0,0,0,0,0
3539,M13539,M,296.9,308.6,1491,44.5,19,0,0,0,0,0,0
3540,L13540,L,296.9,306.3,1486,31.4,69,0,0,0,0,0,0
3541,L13541,L,296.9,306.2,1608,40.7,155,0,0,0,0,0,0
3542,H13542,H,296.8,306.7,1428,43.0,116,0,0,0,0,0,0
3543,L13543,L,296.8,306.8,1283,43.6,111,0,0,0,0,0,0
3544,L13544,L,296.8,308.7,1477,41.1,170,0,0,0,0,0,0
3545,H13545,H,296.7,308.3,1538,41.0,193,0,0,0,0,0,0
3546,L13546,L,296.8,307.4,1458,40.0,27,0,0,0,0,0,0
3547,L13547,L,296.8,308.2,1447,40.8,118,0,0,0,0,0,0
3548,L13548,L,296.8,306.6,1464,32.7,97,0,0,0,0,0,0
3549,L13549,L,296.8,307.1,1498,38.6,205,0,0,0,0,0,0
3550,M13550,M,296.8,306.5,1370,31.3,72,0,0,0,0,0,0
3551,H13551,H,296.7,305.4,1566,37.0,150,0,0,0,0,0,0
3552,L13552,L,296.7,307.9,1234,36.5,107,0,0,0,0,0,0
3553,M13553,M,296.6,307.1,1554,36.1,162,0,0,0,0,0,0
3554,M13554,M,296.6,306.6,1531,33.7,21,0,0,0,0,0,0
3555,L13555,L,296.7,306.7,1550,41.6,4,0,0,0,0,0,0
3556,M13556,M,296.7,305.2,1307,38.1,59,1,0,1,0,0,0
3557,L13557,L,296.8,305.8,1529,37.5,168,0,0,0,0,0,0
3558,L13558,L,296.8,307.2,1446,31.6,156,0,0,0,0,0,0
3559,L13559,L,296.8,306.3,1660,38.2,162,0,0,0,0,0,0
3560,L13560,L,296.8,306.6,1536,46.9,113,0,0,0,0,0,0
3561,L13561,L,296.8,306.7,1382,47.0,97,0,0,0,0,0,0
3562,H13562,H,296.8,306.2,1331,42.2,195,0,0,0,0,0,0
3563,L13563,L,296.8,305.8,1439,38.2,44,0,0,0,0,0,0
3564,L13564,L,296.7,305.1,1581,43.4,112,0,0,0,0,0,0
3565,L13565,L,296.9,306.7,1615,36.0,136,0,0,0,0,0,0
3566,M13566,M,296.9,307.5,1518,38.2,178,0,0,0,0,0,0
3567,M13567,M,296.9,305.2,1508,35.5,13,0,0,0,0,0,0
3568,M13568,M,296.9,306.9,1467,45.5,236,0,0,0,0,0,0
3569,M13569,M,296.9,307.1,1498,44.7,68,0,0,0,0,0,0
3570,H13570,H,296.9,305.9,1622,39.8,113,0,0,0,0,0,0
3571,L13571,L,296.9,308.4,1465,50.4,55,0,0,0,0,0,0
3572,M13572,M,296.9,306.5,1566,42.5,110,0,0,0,0,0,0
3573,H13573,H,296.9,306.8,1447,42.1,90,0,0,0,0,0,0
3574,H13574,H,296.9,306.7,1601,41.5,10,0,0,0,0,0,0
3575,H13575,H,296.8,305.1,1558,32.4,157,0,0,0,0,0,0
3576,L13576,L,296.9,307.9,1597,34.6,114,0,0,0,0,0,0
3577,L13577,L,297.0,306.0,1688,39.7,100,0,0,0,0,0,0
3578,L13578,L,297.0,306.7,1242,39.7,166,0,0,0,0,0,0
3579,M13579,M,296.9,307.5,1575,43.5,97,0,0,0,0,0,0
3580,L13580,L,296.8,308.3,1547,36.0,114,0,0,0,0,0,0
3581,L13581,L,296.8,305.8,1545,40.4,151,0,0,0,0,0,0
3582,H13582,H,296.9,306.4,1524,40.5,79,0,0,0,0,0,0
3583,L13583,L,296.8,308.2,1524,40.8,57,0,0,0,0,0,0
3584,H13584,H,296.8,307.3,1534,40.1,29,0,0,0,0,0,0
3585,L13585,L,296.8,307.5,1591,31.6,151,0,0,0,0,0,0
3586,L13586,L,296.8,305.7,1583,26.4,66,0,0,0,0,0,0
3587,L13587,L,296.7,306.3,1498,34.3,28,0,0,0,0,0,0
3588,M13588,M,296.6,306.5,1481,36.8,41,0,0,0,0,0,0
3589,L13589,L,296.6,305.7,1502,32.9,203,0,0,0,0,0,0
3590,L13590,L,296.7,305.0,1459,39.7,118,0,0,0,0,0,0
3591,H13591,H,296.6,306.1,1678,46.5,61,0,0,0,0,0,0
3592,L13592,L,296.6,308.0,1373,44.4,154,0,0,0,0,0,0
3593,M13593,M,296.6,306.7,1575,42.8,28,0,0,0,0,0,0
3594,M13594,M,296.7,308.1,1574,45.9,193,0,0,0,0,0,0
3595,L13595,L,296.8,306.9,1447,34.5,184,0,0,0,0,0,0
3596,M13596,M,296.8,306.0,1530,37.3,188,0,0,0,0,0,0
3597,L13597,L,296.7,308.0,1626,43.7,28,0,0,0,0,0,0
3598,M13598,M,296.7,306.9,1467,37.2,103,0,0,0,0,0,0
3599,L13599,L,296.7,307.6,1631,37.5,56,0,0,0,0,0,0
3600,M13600,M,296.7,305.6,1612,51.2,200,0,0,0,0,0,0
3601,L13601,L,296.7,307.7,1429,40.6,54,0,0,0,0,0,0
3602,M13602,M,296.7,307.8,1389,50.6,115,0,0,0,0,0,0
3603,L13603,L,296.7,307.0,1517,29.1,171,0,0,0,0,0,0
3604,L13604,L,296.8,306.0,1376,36.2,127,0,0,0,0,0,0
3605,L13605,L,296.9,306.8,1210,42.5,155,0,0,0,0,0,0
3606,L13606,L,296.9,307.5,1451,40.6,164,0,0,0,0,0,0
3607,H13607,H,297.0,307.2,1717,27.7,150,0,0,0,0,0,0
3608,L13608,L,296.9,307.5,1455,38.6,76,0,0,0,0,0,0
3609,H13609,H,297.0,308.0,1538,54.8,68,0,0,0,0,0,0
3610,H13610,H,297.0,306.4,1570,41.5,223,0,0,0,0,0,0
3611,M13611,M,297.1,305.9,1496,43.6,219,0,0,0,0,0,0
3612,L13612,L,297.1,307.1,1467,36.1,57,0,0,0,0,0,0
3613,L13613,L,297.1,306.7,1623,41.5,206,0,0,0,0,0,0
3614,M13614,M,297.0,307.8,1504,39.9,215,0,0,0,0,0,0
3615,L13615,L,297.0,305.9,1491,46.7,159,0,0,0,0,0,0
3616,L13616,L,297.1,308.1,1580,46.5,84,0,0,0,0,0,0
3617,M13617,M,297.1,308.4,1397,42.4,68,0,0,0,0,0,0
3618,H13618,H,297.1,307.1,1374,40.4,100,0,0,0,0,0,0
3619,M13619,M,297.1,307.2,1338,29.9,35,0,0,0,0,0,0
3620,L13620,L,297.1,306.4,1557,29.7,250,0,0,0,0,0,0
3621,M13621,M,297.2,306.6,1484,40.5,219,0,0,0,0,0,0
3622,L13622,L,297.0,306.6,1583,45.2,159,0,0,0,0,0,0
3623,L13623,L,297.0,308.4,1505,48.0,186,0,0,0,0,0,0
3624,H13624,H,296.9,306.9,1363,34.7,127,0,0,0,0,0,0
3625,L13625,L,296.9,305.6,1464,30.9,187,0,0,0,0,0,0
3626,L13626,L,296.9,307.2,1590,45.6,86,0,0,0,0,0,0
3627,L13627,L,296.9,307.8,1474,35.1,207,0,0,0,0,0,0
3628,H13628,H,297.0,306.9,1619,30.5,241,0,0,0,0,0,0
3629,M13629,M,297.0,308.4,1455,37.0,73,0,0,0,0,0,0
3630,M13630,M,296.9,307.7,1572,36.9,92,0,0,0,0,0,0
3631,M13631,M,296.9,305.8,1322,47.9,243,0,0,0,0,0,0
3632,L13632,L,296.9,306.3,1477,45.2,154,0,0,0,0,0,0
3633,L13633,L,296.9,307.1,1461,35.6,98,0,0,0,0,0,0
3634,L13634,L,296.8,305.1,1360,48.4,233,1,0,1,0,1,0
3635,L13635,L,296.8,307.2,1611,40.8,236,0,0,0,0,0,0
3636,L13636,L,296.9,305.1,1436,46.4,23,0,0,0,0,0,0
3637,H13637,H,297.0,308.0,1426,48.0,86,0,0,0,0,0,0
3638,L13638,L,297.0,307.9,1630,38.4,66,0,0,0,0,0,0
3639,L13639,L,297.0,307.5,1516,43.4,163,0,0,0,0,0,0
3640,L13640,L,297.1,306.4,1578,37.6,236,0,0,0,0,0,0
3641,L13641,L,297.1,307.2,1330,45.6,141,0,0,0,0,0,0
3642,H13642,H,297.1,306.6,1420,40.5,67,0,0,0,0,0,0
3643,L13643,L,297.1,306.1,1709,45.8,171,0,0,0,0,0,0
3644,L13644,L,297.2,306.8,1585,49.1,175,0,0,0,0,0,0
3645,M13645,M,297.2,307.9,1393,43.3,105,0,0,0,0,0,0
3646,L13646,L,297.2,307.3,1523,39.4,118,0,0,0,0,0,0
3647,L13647,L,297.2,308.7,1400,39.5,31,0,0,0,0,0,0
3648,L13648,L,297.2,307.9,1639,22.3,247,0,0,0,0,0,0
3649,M13649,M,297.2,307.9,1273,35.7,211,0,0,0,0,0,0
3650,H13650,H,297.2,305.6,1528,45.6,119,0,0,0,0,0,0
3651,M13651,M,297.3,307.0,1526,45.8,144,0,0,0,0,0,0
3652,L13652,L,297.3,306.2,1389,35.6,220,0,0,0,0,0,0
3653,H13653,H,297.3,307.1,1473,41.0,184,0,0,0,0,0,0
3654,L13654,L,297.4,306.7,1538,38.9,166,0,0,0,0,0,0
3655,L13655,L,297.4,307.0,1322,44.1,159,0,0,0,0,0,0
3656,L13656,L,297.4,308.5,1372,53.3,195,0,0,0,0,0,0
3657,L13657,L,297.4,307.9,1484,44.3,215,1,1,0,0,0,0
3658,M13658,M,297.3,308.3,1417,36.0,235,0,0,0,0,0,0
3659,M13659,M,297.3,305.7,1454,39.5,233,0,0,0,0,0,0
3660,H13660,H,297.3,307.3,1498,48.4,129,0,0,0,0,0,0
3661,M13661,M,297.3,308.3,1409,31.5,77,0,0,0,0,0,0
3662,M13662,M,297.2,308.7,1497,36.3,231,0,0,0,0,0,0
3663,L13663,L,297.2,305.6,1530,44.3,169,0,0,0,0,0,0
3664,L13664,L,297.3,306.9,1578,47.8,37,0,0,0,0,0,0
3665,M13665,M,297.3,308.3,1375,43.7,54,0,0,0,0,0,0
3666,L13666,L,297.3,307.1,1437,36.4,182,0,0,0,0,0,0
3667,H13667,H,297.3,306.4,1559,43.2,33,0,0,0,0,0,0
3668,L13668,L,297.3,305.8,1352,42.5,45,1,0,1,0,0,0
3669,L13669,L,297.3,306.4,1511,42.1,170,0,0,0,0,0,0
3670,L13670,L,297.3,305.6,1503,39.4,129,0,0,0,0,0,0
3671,L13671,L,297.4,307.4,1241,40.3,163,0,0,0,0,0,0
3672,L13672,L,297.3,308.2,1451,34.6,69,0,0,0,0,0,0
3673,M13673,M,297.3,306.1,1533,54.9,35,0,0,0,0,0,0
3674,L13674,L,297.3,307.6,1479,40.9,149,0,0,0,0,0,0
3675,M13675,M,297.3,308.1,1453,43.3,68,0,0,0,0,0,0
3676,L13676,L,297.3,307.3,1516,38.7,165,0,0,0,0,0,0
3677,L13677,L,297.3,305.7,1599,45.1,104,0,0,0,0,0,0
3678,L13678,L,297.3,307.7,1554,32.2,53,0,0,0,0,0,0
3679,H13679,H,297.4,307.3,1424,29.5,149,0,0,0,0,0,0
3680,L13680,L,297.3,307.2,1354,39.8,111,0,0,0,0,0,0
3681,M13681,M,297.3,306.8,1552,52.3,202,0,0,0,0,0,0
3682,L13682,L,297.3,307.4,1382,47.2,106,0,0,0,0,0,0
3683,M13683,M,297.3,307.8,1447,35.1,247,0,0,0,0,0,0
3684,L13684,L,297.3,309.7,1520,43.1,158,0,0,0,0,0,0
3685,M13685,M,297.4,307.5,1615,36.2,52,0,0,0,0,0,0
3686,M13686,M,297.4,308.9,1629,42.6,116,0,0,0,0,0,0
3687,H13687,H,297.4,307.8,1506,43.0,105,0,0,0,0,0,0
3688,L13688,L,297.4,307.3,1449,45.6,92,0,0,0,0,0,0
3689,L13689,L,297.3,307.5,1380,30.6,58,0,0,0,0,0,0
3690,L13690,L,297.3,306.1,1696,32.4,96,0,0,0,0,0,0
3691,H13691,H,297.3,307.6,1471,39.5,85,0,0,0,0,0,0
3692,M13692,M,297.3,305.3,1568,33.8,176,0,0,0,0,0,0
3693,M13693,M,297.4,306.5,1520,33.3,26,0,0,0,0,0,0
3694,L13694,L,297.4,307.5,1450,41.6,71,0,0,0,0,0,0
3695,L13695,L,297.4,308.6,1446,34.5,121,0,0,0,0,0,0
3696,L13696,L,297.5,308.9,1362,53.5,239,1,0,0,0,1,0
3697,H13697,H,297.4,307.2,1612,36.8,184,0,0,0,0,0,0
3698,M13698,M,297.5,307.7,1488,38.4,133,0,0,0,0,0,0
3699,H13699,H,297.5,308.5,1643,41.8,173,0,0,0,0,0,0
3700,L13700,L,297.5,306.2,1455,31.0,24,0,0,0,0,0,0
3701,M13701,M,297.4,307.8,1470,43.1,97,0,0,0,0,0,0
3702,M13702,M,297.4,306.6,1387,42.0,136,0,0,0,0,0,0
3703,L13703,L,297.4,307.2,1469,37.9,63,0,0,0,0,0,0
3704,H13704,H,297.4,306.9,1376,41.6,227,0,0,0,0,0,0
3705,H13705,H,297.3,307.8,1540,42.6,158,0,0,0,0,0,0
3706,H13706,H,297.3,307.8,1511,48.6,146,0,0,0,0,0,0
3707,M13707,M,297.3,308.1,1647,55.0,112,1,0,0,1,0,0
3708,L13708,L,297.3,307.6,1354,33.6,64,0,0,0,0,0,0
3709,L13709,L,297.2,307.4,1622,32.2,215,0,0,0,0,0,0
3710,H13710,H,297.2,309.0,1402,40.6,97,0,0,0,0,0,0
3711,L13711,L,297.2,305.7,1534,27.5,144,0,0,0,0,0,0
3712,M13712,M,297.3,309.0,1385,43.9,33,0,0,0,0,0,0
3713,M13713,M,297.3,307.1,1520,40.7,226,0,0,0,0,0,0
3714,M13714,M,297.3,307.9,1249,42.2,163,0,0,0,0,0,0
3715,H13715,H,297.3,307.0,1433,38.2,140,0,0,0,0,0,0
3716,L13716,L,297.3,306.6,1511,41.5,58,0,0,0,0,0,0
3717,L13717,L,297.3,307.8,1676,42.8,88,0,0,0,0,0,0
3718,L13718,L,297.3,308.4,1287,41.2,246,0,0,0,0,0,0
3719,L13719,L,297.3,307.8,1500,31.9,75,0,0,0,0,0,0
